#,Name,Formation,Unbalanced,FIB,FrntGen,Front Family,Front,Front Adjustment,Stunt 1,Stunt 2,Blitz Family,Blitz,COV FAM,Coverage,Open/Closed,MAN/ZONE,Cov Type,Coverage Adjustment,Drive #,Drive Play #,pff_DRIVEENDEVENT,Quarter,Down,Distance,pff_GAINLOSS,pff_HASH,2M/4M,R/P,pff_PASSRESULT,Personnel,Form Adj Bunch,Form Adj Stack,Form Adj Reduce,Form Adj Slot,Motion 1,Motion 2,Shift O,Protection,Play,Tempo,Code Word,Cadence,DP,DPG,TD Comments 1,TD Comments 2,P Coverage,Pressure Y/N,# Rushers,Pressure Comments,GA Comments 1,GA Comments 2,GA Comments 3,GA Comments 4,Formation Family,Backfield Set,Y Open/Close,Run Family,Run Concept,PROTSTYLE,Play Family,Pass Concept,Pass Concept 1,Final Form,pff_DEFPACKAGE,pff_DEFPERSONNEL,pff_FUMBLE,pff_INTERCEPTION,pff_PENALTY,pff_SNAPTIME,pff_TRICKPLAY,Explosive,Pass Result,Target #,Form Adj Y,Empty,pff_CLOCK,Yards To GL,Field Position,Signal 1,Signal 2,Signal 3,After Big Play,2 Minute,4 Minute,pff_OFFPERSONNEL,pff_OFFPERSONNELGROUP,pff_YARDSTOGOALLINE
257,"2504 Oklahoma State D vs Baylor , Play 048",DUO,,0,,ODD,32 WK,,,,,,4,4 SW,O,ZONE,,,11,3,DOWNS,3,2,6,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 13 ING,,0,,THROWN AWAY,,,,08:13,,'+46,,,,,,,3-0-1-1,11,46
258,"2504 Oklahoma State D vs Baylor , Play 049",BASH TOP,,0,,EVEN,42 WDE,"M-MUG, N/WUW",,,HOT,"N-FIRE, W-FIRE",1,BL 1,C,MAN,,,11,4,DOWNS,3,3,10,8,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,08:07,,'+50,,,,,,,3-0-1-1,11,50
259,"2504 Oklahoma State D vs Baylor , Play 050",XTRA TRIPS,,0,,EVEN,61 GAPS,,,,HOT,HOUSE,0,BL 0,O,MAN,,,11,5,DOWNS,3,4,2,'-3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,07:29,,'+42,,,,,,,2-0-1-2,12,42
260,"2504 Oklahoma State D vs Baylor , Play 051",BIN TRIO,,1,,EVEN,42 UG,LB BOSS,,,FIRE,CAT,3,BZ 3 BND,C,ZONE,,,12,1,FIELD GOAL,3,1,10,40,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,05:22,,'-25,,,,,,,3-0-1-1,11,75
261,"2504 Oklahoma State D vs Baylor , Play 052",TOP FIB,,1,,EVEN,41 OG,"J-4i, N-BND, W-APEX",,,,,4,4 SPEC,O,ZONE,,N-BND,12,2,FIELD GOAL,3,1,10,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,04:54,,'+35,,,,,,,3-0-1-1,11,35
262,"2504 Oklahoma State D vs Baylor , Play 053",FIST,,0,,NO PLAY,NO PLAY,,,,,,,,,,,,12,3,FIELD GOAL,3,2,5,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 72 FST,,0,,,,,,04:30,,'+30,,,,,,,3-0-1-1,11,30
263,"2504 Oklahoma State D vs Baylor , Play 054",DICE,,0,,EVEN,41 UG,W-APEX,,,,,4,4 SW,O,ZONE,,,12,4,FIELD GOAL,3,2,10,9,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:20,,'+35,,,,,,,3-0-1-1,11,35
264,"2504 Oklahoma State D vs Baylor , Play 055",DUO,,0,,EVEN,42 OG,,,,,,4,4 SW,O,ZONE,,,12,5,FIELD GOAL,3,3,1,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:49,,'+26,,,,,,,3-0-1-1,11,26
265,"2504 Oklahoma State D vs Baylor , Play 056",DICE,,0,,ODD,31 STR,"M-APEX, N-BND",,,,,3,3 FLD,C,ZONE,,,12,6,FIELD GOAL,3,1,10,0,R,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,LATERAL,,,,03:16,,'+23,,,,,,,3-0-1-1,11,23
266,"2504 Oklahoma State D vs Baylor , Play 057",DUO,,0,,ODD,32 WK,,,,FIRE,F$-FIRE,2,BZ 2,O,ZONE,CLD,,12,7,FIELD GOAL,3,2,10,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:43,,'+23,,,,,,,3-0-1-1,11,23
267,"2504 Oklahoma State D vs Baylor , Play 058",TRIO,,0,,EVEN,42 OG,LB BOSS,,,,,3,3 BND,C,ZONE,,,12,8,FIELD GOAL,3,3,7,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:04,,'+20,,,,,,,3-0-1-1,11,20
268,"2504 Oklahoma State D vs Baylor , Play 059",BASH FIST,,0,,ODD,31 WK,M-APEX,,,,,4,4,O,ZONE,,,12,9,FIELD GOAL,3,1,10,3,L,,,,,,,,,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 69 OH,,0,,,,,,01:37,,'+11,,,,,,,3-0-1-1,11,11
269,"2504 Oklahoma State D vs Baylor , Play 060",DUO FIB,,1,,NO PLAY,,,,,,,,,,,,,12,10,FIELD GOAL,3,1,20,0,L,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 72 FST,,0,,,,,,01:16,,'+21,,,,,,,3-0-1-1,11,21
270,"2504 Oklahoma State D vs Baylor , Play 061",TOP,,0,,EVEN,41 OG,M-APEX,,,,,4,4 SW,O,ZONE,,,12,11,FIELD GOAL,3,1,25,0,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:03,,'+26,,,,,,,3-0-1-1,11,26
271,"2504 Oklahoma State D vs Baylor , Play 062",DICE,,0,,ODD,31 WK,"W-APEX, J-DROP",,,,,3,P 3 BND,C,ZONE,P,,12,12,FIELD GOAL,3,2,25,7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,00:28,,'+26,,,,,,,3-0-1-1,11,26
272,"2504 Oklahoma State D vs Baylor , Play 063",BIN DICE,,0,,EVEN,41 OG,W-APEX,,,,,3,3 BUZZ BND,C,ZONE,,,12,13,FIELD GOAL,4,3,18,0,R,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,15:00,,'+19,,,,,,,3-0-1-1,11,19
273,"2504 Oklahoma State D vs Baylor , Play 064",BIN TRIO FIB,,1,,ODD,32 STR,"LB BOW, N-BND",,,,,4,4,O,ZONE,,N-BND,13,1,TOUCHDOWN,4,1,10,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 69 OH,,0,,,,,,12:00,,'-11,,,,,,,3-0-1-1,11,89
274,"2504 Oklahoma State D vs Baylor , Play 065",TOP FIB,,1,,ODD,32 STR,"STEM, LB BOW, N-BND",,,,,4,4,O,ZONE,,,13,2,TOUCHDOWN,4,1,15,5,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:44,,'-6,,,,,,,3-0-1-1,11,94
275,"2504 Oklahoma State D vs Baylor , Play 066",DICE,,0,,EVEN,42 OG,,,,,,4,4 BKT,O,ZONE,,,13,3,TOUCHDOWN,4,2,10,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,11:15,,'-11,,,,,,,3-0-1-1,11,89
276,"2504 Oklahoma State D vs Baylor , Play 067",DUO,,0,,EVEN,42 OG,,T/E,J/N,,,4,4 SPEC,O,ZONE,,,13,4,TOUCHDOWN,4,3,5,7,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,10:50,,'-16,,,,,,,3-0-1-1,11,84
277,"2504 Oklahoma State D vs Baylor , Play 068",TOP,,0,,ODD,31 WK,M-APEX,T/J,,,,4,4 SPEC,O,ZONE,,,13,5,TOUCHDOWN,4,1,10,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,TXBA 69 OH,,0,,,,,,10:23,,'-23,,,,,,,3-0-1-1,11,77
278,"2504 Oklahoma State D vs Baylor , Play 069",SPLIT FIB,,0,,ODD,32 STR,N-BND,T/N,,,,4,4,O,ZONE,,N-BND,13,6,TOUCHDOWN,4,1,20,0,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,(D) TXBA 74 OH,,0,,INCOMPLETE,,,,09:58,,'-13,,,,,,,3-0-1-1,11,87
279,"2504 Oklahoma State D vs Baylor , Play 070",BIN TRIO,,0,,EVEN,42 OG,LB BOSS,,,,,4,4,O,ZONE,,,13,7,TOUCHDOWN,4,2,20,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:52,,'-13,,,,,,,3-0-1-1,11,87
280,"2504 Oklahoma State D vs Baylor , Play 071",TOP,,0,,EVEN,42 OG,,,,,,2,2 TAMPA,O,ZONE,,,13,8,TOUCHDOWN,4,3,11,35,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:14,,'-22,,,,,,,3-0-1-1,11,78
281,"2504 Oklahoma State D vs Baylor , Play 072",DUO,,0,,ODD,32 WK,,,,,,4,4 SW,O,ZONE,,,13,9,TOUCHDOWN,4,1,10,7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:33,,'+43,,,,,,,3-0-1-1,11,43
282,"2504 Oklahoma State D vs Baylor , Play 073",TRIO,,0,,EVEN,42 UG,E-DROP,,,CHG,W-A,3,3 BND CHG,C,ZONE,,,13,10,TOUCHDOWN,4,2,3,0,L,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:07,,'+36,,,,,,,3-0-1-1,11,36
283,"2504 Oklahoma State D vs Baylor , Play 074",DUO,,0,,ODD,51 MU,N-SHADE,N/T,,FIRE,M-FIRE,1,BL 1,C,MAN,,,13,11,TOUCHDOWN,4,3,3,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:25,,'+36,,,,,,,3-0-1-1,11,36
284,"2504 Oklahoma State D vs Baylor , Play 075",BASH DUO,,0,,EVEN,42 UG,LB BOSS,,,FIRE,M-FIRE,3,3 BND,C,ZONE,,,13,12,TOUCHDOWN,4,1,10,0,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D01 DPI,,0,,INCOMPLETE,,,,06:48,,'+31,,,,,,,3-0-1-1,11,31
285,"2504 Oklahoma State D vs Baylor , Play 076",DUO,,0,,EVEN,42 UG,,,,FIRE,M-FIRE,3,3 BND,C,ZONE,,,13,13,TOUCHDOWN,4,1,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D10 DPI,,0,,INCOMPLETE,,,,06:41,,'+16,,,,,,,3-0-1-1,11,16
286,"2504 Oklahoma State D vs Baylor , Play 077",STICK TOP,,0,,EVEN,42 EAGLE UN,,,,FIRE,M+A,0,BL 0,O,MAN,,,13,14,TOUCHDOWN,4,1,2,2,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,06:36,,'+2,,,,,,,3-0-1-1,11,2
287,"2504 Oklahoma State D vs Baylor , Play 078",TOP FIB,,1,,ODD,51 MU,N-BND,,,FIRE,M-FIRE,1,BL 1,C,MAN,,N-BND,14,1,END OF GAME,4,1,10,3,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:15,,'+45,,,,,,,3-0-1-1,11,45
288,"2504 Oklahoma State D vs Baylor , Play 079",TOP,,0,,ODD,51 MU,,,,FIRE,M-FIRE,1,BL 1,C,MAN,,,14,2,END OF GAME,4,2,7,6,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:30,,'+42,,,,,,,3-0-1-1,11,42
289,"2504 Oklahoma State D vs Baylor , Play 080",TOP FIB,,1,,ODD,51 MU,N-SHADE,N/T,,FIRE,M-FIRE,1,BL 1,C,MAN,,,14,3,END OF GAME,4,3,1,0,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:46,,'+36,,,,,,,3-0-1-1,11,36
290,"2504 Oklahoma State D vs Baylor , Play 081",TOP,,0,,EVEN,42 HEADS,"NUW, M-MUG",,,,,1,BL 1,C,MAN,,,14,4,END OF GAME,4,4,1,3,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:08,,'+36,,,,,,,3-0-1-1,11,36
291,"2504 Oklahoma State D vs Baylor , Play 082",DUO FIB,,1,,ODD,51 MU,,,,FIRE,M-FIRE,1,BL 1,C,MAN,,,14,5,END OF GAME,4,1,10,4,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,02:00,,'+33,,,,,,,2-0-1-2,12,33
292,"2504 Oklahoma State D vs Baylor , Play 083",DUO FIB,,1,,ODD,51 MU,E-7,,,,,1,BL 1,C,MAN,,,14,6,END OF GAME,4,2,6,2,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,01:19,,'+29,,,,,,,2-0-1-2,12,29
293,"2504 Oklahoma State D vs Baylor , Play 084",DIAMOND,,0,,ODD,51 MU,,,,FIRE,M-FIRE,1,BL 1,C,MAN,,,14,7,END OF GAME,4,3,4,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,4-3-4,,,,,0,,,,,,00:37,,'+27,,,,,,,2-0-1-2,12,27
294,"2601 UAB D @ Illinois, Play 001",DICE,,0,,ODD,32 WK,W-APEX,,,,,3,3 BUZZ BND,C,ZONE,,MATCH,1,1,TOUCHDOWN,1,1,10,7,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,08:58,,'+30,,,,,,,3-0-1-1,11,30
295,"2601 UAB D @ Illinois, Play 002",DOUBLE,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,1,2,TOUCHDOWN,1,2,3,5,R,,,,,,,,,ZIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,08:33,,'+23,,,,,,,3-0-1-1,11,23
296,"2601 UAB D @ Illinois, Play 003",BASH DUO,,0,,EVEN,42 UN,J-DROP,,,CHG,N-FIRE,3,3 FLD CHG,C,ZONE,,GRAB/BUST BND,1,3,TOUCHDOWN,1,1,10,18,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,08:00,,'+18,,,,,,,3-0-1-1,11,18
297,"2601 UAB D @ Illinois, Play 004",DUO,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,2,1,TOUCHDOWN,1,1,10,17,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,02:24,,'-25,,,,,,,3-0-1-1,11,75
298,"2601 UAB D @ Illinois, Play 005",BIN DIAMOND,,0,,ODD,32 WK,,,,,,3,3 BND,C,ZONE,,,2,2,TOUCHDOWN,1,1,10,7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,01:58,,'-42,,,,,,,2-0-1-2,12,58
299,"2601 UAB D @ Illinois, Play 006",DICE,,1,,ODD,32 WK,J-DROP,T/N,,CHG,M+B,3,3 FLD CHG,C,ZONE,,,2,3,TOUCHDOWN,1,2,3,51,R,,,,,,,,,NEAR,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,01:28,,'-49,,,,,,,2-0-1-2,12,51
300,"2601 UAB D @ Illinois, Play 007",BIN TRIPS,,1,,EVEN,42 OG,LB BOSS,,,,,1,1 FUN,C,MAN,,,3,1,PUNT,2,1,10,1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAVY,3-5-3,,,,,0,,,,,,11:29,,'-2,,,,,,,1-0-1-3,13,98
301,"2601 UAB D @ Illinois, Play 008",BIN TRIPS,,1,,ODD,52,"LB BOSS, E-5",,,,,3,3 FLD,C,ZONE,,,3,2,PUNT,2,2,9,'-1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASE,2-5-4,,,,,0,,,,,,10:56,,'-3,,,,,,,1-0-1-3,13,97
302,"2601 UAB D @ Illinois, Play 009",DICE,,0,,EVEN,41 UG,W-APEX,,,,,3,3 BUZZ BND,C,ZONE,,MATCH,3,3,PUNT,2,3,10,6,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,10:12,,'-2,,,,,,,3-0-1-1,11,98
303,"2601 UAB D @ Illinois, Play 010",DUO,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,4,1,DOWNS,2,1,10,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,THROWN AWAY,,,,05:50,,'-25,,,,,,,3-0-1-1,11,75
304,"2601 UAB D @ Illinois, Play 011",DUO,,0,,ODD,30 WK,M/W-APEX,,,,,4,4 SPEC,O,ZONE,,BOX TO BUNCH,4,2,DOWNS,2,2,10,4,C,,,,,,,,,SHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,05:44,,'-25,,,,,,,3-0-1-1,11,75
305,"2601 UAB D @ Illinois, Play 012",BIN TRIO,,0,,EVEN,42 WDE,"DBL MUG, E-PEEL",W/N,,CHG,W+A,1,BL 1 CHG,C,MAN,,,4,3,DOWNS,2,3,6,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,ALBI D05 DPI,,0,,INCOMPLETE,,,,05:06,,'-29,,,,,,,3-0-1-1,11,71
306,"2601 UAB D @ Illinois, Play 013",BIN DIAMOND,,0,,ODD,32 WK,,,,,,4,4,O,ZONE,,,4,4,DOWNS,2,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,05:00,,'-41,,,,,,,2-0-1-2,12,59
307,"2601 UAB D @ Illinois, Play 014",DUO,,0,,EVEN,42 OG,LB BOW,T/E,,,,6,6 FLD,O,ZONE,CLD,CUT TO FLD,4,5,DOWNS,2,2,10,7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,04:26,,'-41,,,,,,,3-0-1-1,11,59
308,"2601 UAB D @ Illinois, Play 015",FIN FIB,,1,,ODD,32 WK,J/E-5,,,FIRE,CHOP,3,BZ 3 BND,C,ZONE,,,4,6,DOWNS,2,3,3,2,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,03:43,,'-48,,,,,,,2-0-2-1,21,52
309,"2601 UAB D @ Illinois, Play 016",HEAVY,,0,,EVEN,42 HEADS,J-4i,,,FIRE,W+A,0,BL 0,O,MAN,,,4,7,DOWNS,2,4,1,0,L,,,,,,,,,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:08,,'+50,,,,,,,2-0-2-1,21,50
310,"2601 UAB D @ Illinois, Play 017",TOP,,0,,EVEN,42 OG,,T/E,J/N,,,3,3 BUZZ FLD,C,ZONE,,,5,1,TOUCHDOWN,2,1,10,12,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,00:13,,'-34,,,,,,,3-0-1-1,11,66
311,"2601 UAB D @ Illinois, Play 018",TOP,,0,,EVEN,42 WDE,,,,,,3,3 BUZZ FLD,C,ZONE,,,5,2,TOUCHDOWN,2,1,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,INCOMPLETE,,,,00:07,,'-46,,,,,,,3-0-1-1,11,54
312,"2601 UAB D @ Illinois, Play 019",DICE,,0,,ODD,11,,,,,,PREV,PREVENT,C,ZONE,,,5,3,TOUCHDOWN,2,2,10,54,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIME,1-4-6,,,,,0,,COMPLETE,,,,00:04,,'-46,,,,,,,4-0-1-0,10,54
313,"2601 UAB D @ Illinois, Play 020",BIN TRIO,,1,,ODD,32 WK,STEM,,,,,4,4,O,ZONE,,,6,1,TOUCHDOWN,3,1,10,'-1,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,,,,,15:00,,'-25,,,,,,,3-0-1-1,11,75
314,"2601 UAB D @ Illinois, Play 021",BIN TRIO,,0,,EVEN,42 OG,LB BOW,T/E,,,,4,4,O,ZONE,,PALMS,6,2,TOUCHDOWN,3,2,11,15,C,,,,,,,,,,,,,,,,,,,NAIL,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,14:28,,'-24,,,,,,,3-0-1-1,11,76
315,"2601 UAB D @ Illinois, Play 022",FIST,,0,,ODD,32 WK,LB BOSS,,,,,4,4 SPEC,O,ZONE,,,6,3,TOUCHDOWN,3,1,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,INCOMPLETE,,,,14:06,,'-39,,,,,,,3-0-1-1,11,61
316,"2601 UAB D @ Illinois, Play 023",DUO,,0,,EVEN,42 UG,,,,FIRE,CAT,1,BL 1,C,MAN,,,6,4,TOUCHDOWN,3,2,10,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,COMPLETE,,,,14:02,,'-39,,,,,,,3-0-1-1,11,61
