#,Name,Formation,Unbalanced,FIB,FrntGen,Front Family,Front,Front Adjustment,Stunt 1,Stunt 2,Blitz Family,Blitz,COV FAM,Coverage,Open/Closed,MAN/ZONE,Cov Type,Coverage Adjustment,Drive #,Drive Play #,pff_DRIVEENDEVENT,Quarter,Down,Distance,pff_GAINLOSS,pff_HASH,2M/4M,R/P,pff_PASSRESULT,Personnel,Form Adj Bunch,Form Adj Stack,Form Adj Reduce,Form Adj Slot,Motion 1,Motion 2,Shift O,Protection,Play,Tempo,Code Word,Cadence,DP,DPG,TD Comments 1,TD Comments 2,P Coverage,Pressure Y/N,# Rushers,Pressure Comments,GA Comments 1,GA Comments 2,GA Comments 3,GA Comments 4,Formation Family,Backfield Set,Y Open/Close,Run Family,Run Concept,PROTSTYLE,Play Family,Pass Concept,Pass Concept 1,Final Form,pff_DEFPACKAGE,pff_DEFPERSONNEL,pff_FUMBLE,pff_INTERCEPTION,pff_PENALTY,pff_SNAPTIME,pff_TRICKPLAY,Explosive,Pass Result,Target #,Form Adj Y,Empty,pff_CLOCK,Yards To GL,Field Position,Signal 1,Signal 2,Signal 3,After Big Play,2 Minute,4 Minute,pff_OFFPERSONNEL,pff_OFFPERSONNELGROUP,pff_YARDSTOGOALLINE
118,"2502 Oklahoma State D @ Oregon , Play 058",HEAVY,,0,,EVEN,62 GAPS,,,,HOT,HOUSE,0,BL 0,O,MAN,,,10,4,TOUCHDOWN,3,2,1,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAVY,10 Men,,,,,0,,,,,,01:21,,'+1,,,,,,,0-0-1-3 (*),14H,1
119,"2502 Oklahoma State D @ Oregon , Play 059",BIN TRIPS,,0,,EVEN,42 OG,,,,,,3,3 BND,C,ZONE,,,11,1,PUNT,4,1,10,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:43,,'-29,,,,,,,2-0-1-2,12,71
120,"2502 Oklahoma State D @ Oregon , Play 060",XTRA TRIO,,0,,EVEN,42 UG,E-DROP,,,CHG,W+A,3,3 BND CHG,C,ZONE,,,11,2,PUNT,4,2,7,0,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:02,,'-32,,,,,,,3-0-1-1,11,68
121,"2502 Oklahoma State D @ Oregon , Play 061",DICE,,0,,EVEN,41 WDE,,,,,,1,1 FUN,C,MAN,,,11,3,PUNT,4,3,7,22,C,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,RUN,,,,12:24,,'-32,,,,,,,3-0-1-1,11,68
122,"2502 Oklahoma State D @ Oregon , Play 062",DICE,,0,,ODD,32 WK,STEM,,,,,4,4,O,ZONE,,,11,4,PUNT,4,1,10,5,R,,,,,,,,,NEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:44,,'+46,,,,,,,3-0-1-1,11,46
123,"2502 Oklahoma State D @ Oregon , Play 063",FIST,,0,,NO PLAY,,,,,,,,,,,,,11,5,PUNT,4,2,5,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,ORUN 83 FST,,0,,,,,,11:06,,'+41,,,,,,,3-0-1-1,11,41
124,"2502 Oklahoma State D @ Oregon , Play 064",DOUBLE,,0,,EVEN,42 UG,,,,,,1,1 FUN,C,MAN,,,11,6,PUNT,4,2,10,5,C,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,10:44,,'+46,,,,,,,3-0-1-1,11,46
125,"2502 Oklahoma State D @ Oregon , Play 065",FIST,,0,,ODD,51 WUW,N-SHADE,N/T,,FIRE,W-FIRE,1,BL 1,C,MAN,,,11,7,PUNT,4,3,5,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,10:08,,'+41,,,,,,,3-0-1-1,11,41
126,"2502 Oklahoma State D @ Oregon , Play 066",BIN TRIO,,0,,EVEN,42 HEADS,LB BOSS,,,,,3,3 BND,C,ZONE,,,12,1,PUNT,4,1,10,'-1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,05:48,,'-34,,,,,,,2-0-1-1 (*),12H,66
127,"2502 Oklahoma State D @ Oregon , Play 067",DOUBLE,,0,,EVEN,42 UG,,,,,,3,3 BND,C,ZONE,,,12,2,PUNT,4,2,11,0,R,,,,,,,,,FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,HIT AS THREW,,,,05:04,,'-33,,,,,,,3-0-1-1,11,67
128,"2502 Oklahoma State D @ Oregon , Play 068",DICE,,0,,EVEN,42 WDE,,,,,,3,3 BND,C,ZONE,,,12,3,PUNT,4,3,11,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKST D17 DOF,,0,,HIT AS THREW,,,,05:00,,'-33,,,,,,,3-0-1-1,11,67
129,"2502 Oklahoma State D @ Oregon , Play 069",DICE,,0,,EVEN,41 OG,W-APEX,T/E,J/N,,,4,4,O,ZONE,,,12,4,PUNT,4,3,6,'-4,R,,,,,,,,,FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:49,,'-38,,,,,,,3-0-1-1,11,62
130,"2503 Oklahoma State D vs Tulsa, Play 001",DICE,,0,,EVEN,41 OG,W-APEX,,,,,4,4,O,ZONE,,,1,1,TOUCHDOWN,1,1,10,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:45,,'-25,,,,,,,3-0-1-1,11,75
131,"2503 Oklahoma State D vs Tulsa, Play 002",DUO,,0,,EVEN,42 UG,,,,,,3,3 BND,C,ZONE,,,1,2,TOUCHDOWN,1,2,7,42,R,,,,,,,,,MOTOR,,,,,,,,,,PHILLY PAP,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,11:27,,'-28,,,,,,,3-0-1-1,11,72
132,"2503 Oklahoma State D vs Tulsa, Play 003",FIST,,0,,EVEN,42 UG,,,,FIRE,M+B,1,BL 1,C,MAN,,,1,3,TOUCHDOWN,1,1,10,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,11:00,,'+30,,,,,,,3-0-1-1,11,30
133,"2503 Oklahoma State D vs Tulsa, Play 004",MT FIB,,1,,EVEN,42 UG,E-DROP,,,CHG,W+A,3,3 BND CHG,C,ZONE,,,1,4,TOUCHDOWN,1,2,11,12,R,,,,,,,,,,,,,,,,,,,MTR BUFFALO Q,JORDAN FIB,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,10:26,,'+31,,,,,,,3-0-1-1,11,31
134,"2503 Oklahoma State D vs Tulsa, Play 005",TRIPS,,0,,EVEN,42 OG,,,,FIRE,CAT,1,BL 1,C,MAN,,,1,5,TOUCHDOWN,1,1,10,0,R,,,,,,,,,BURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,BATTED PASS,,,,09:47,,'+19,,,,,,,2-0-1-2,12,19
135,"2503 Oklahoma State D vs Tulsa, Play 006",SPLIT FIB,,0,,EVEN,42 OG,N-BND,,,FIRE,N-FIRE,1,BL 1,C,MAN,,,1,6,TOUCHDOWN,1,2,10,19,R,,,,,,,,,FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:41,,'+19,,,,,,,3-0-2-0,20,19
136,"2503 Oklahoma State D vs Tulsa, Play 007",FLUTE,,0,,EVEN,42 UG,,,,,,3,3 BUZZ FLD,C,ZONE,,,2,1,FIELD GOAL,1,1,10,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:32,,'-31,,,,,,,2-0-1-2,12,69
137,"2503 Oklahoma State D vs Tulsa, Play 008",DICE,,0,,EVEN,42 HEADS,,,,,,1,1 FUN,C,MAN,,,2,2,FIELD GOAL,1,2,7,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,08:15,,'-34,,,,,,,2-0-1-2,12,66
138,"2503 Oklahoma State D vs Tulsa, Play 009",FIST FIB,,1,,EVEN,41 HEADS,WUW,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,2,3,FIELD GOAL,1,3,1,1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,07:59,,'-40,,,,,,,2-0-1-2,12,60
139,"2503 Oklahoma State D vs Tulsa, Play 010",FIST,,0,,EVEN,42 UG,,,,,,3,3 BND,C,ZONE,,MATCH,2,4,FIELD GOAL,1,1,10,16,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,07:18,,'-41,,,,,,,3-0-1-1,11,59
140,"2503 Oklahoma State D vs Tulsa, Play 011",FIST,,0,,EVEN,41 UG,,,,,,4,4 SPEC,O,ZONE,,,2,5,FIELD GOAL,1,1,10,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,06:55,,'+43,,,,,,,3-0-1-1,11,43
141,"2503 Oklahoma State D vs Tulsa, Play 012",BASH SPLIT,,1,,EVEN,42 OG,,,,,,1,1 FUN,C,MAN,,,2,6,FIELD GOAL,1,2,8,5,R,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,06:27,,'+41,,,,,,,3-0-2-0,20,41
142,"2503 Oklahoma State D vs Tulsa, Play 013",DICE,,0,,EVEN,42 UN,,,,FIRE,N-FIRE,3,BZ 3 FLD,C,ZONE,,,2,7,FIELD GOAL,1,3,3,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,06:06,,'+36,,,,,,,3-0-2-0,20,36
143,"2503 Oklahoma State D vs Tulsa, Play 014",BASH SPLIT,,0,,EVEN,42 OG,J-PEEL,,,FIRE,GUT,1,BL 1,C,MAN,,,2,8,FIELD GOAL,1,4,3,7,C,,,,,,,,,BOUNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,RUN,,,,06:02,,'+36,,,,,,,3-0-2-0,20,36
144,"2503 Oklahoma State D vs Tulsa, Play 015",TRIO,,0,,EVEN,42 OG,LB BOSS,,,,,3,3 BND,C,ZONE,,,2,9,FIELD GOAL,1,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,05:45,,'+29,,,,,,,3-0-1-1,11,29
145,"2503 Oklahoma State D vs Tulsa, Play 016",FIST,,0,,EVEN NC,NC 42 UN,,,,,,4,4 SPEC,O,ZONE,,,2,10,FIELD GOAL,1,2,10,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,05:08,,'+29,,,,,,,3-0-1-1,11,29
146,"2503 Oklahoma State D vs Tulsa, Play 017",BIN DICE,,0,,EVEN,42 UG,,,,,,4,4 BKT,O,ZONE,,,2,11,FIELD GOAL,1,3,7,15,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,04:33,,'+26,,,,,,,3-0-1-1,11,26
147,"2503 Oklahoma State D vs Tulsa, Play 018",FIST FIB,,1,,EVEN,42 OG,,,,,,3,3 BUZZ BND,C,ZONE,,N-BND,2,12,FIELD GOAL,1,1,10,1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:02,,'+11,,,,,,,3-0-1-1,11,11
148,"2503 Oklahoma State D vs Tulsa, Play 019",DUO FIB,,0,,EVEN,42 OG,,,,,,3,3 BND,C,ZONE,,,2,13,FIELD GOAL,1,2,9,0,C,,,,,,,,,SHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,BATTED PASS,,,,03:25,,'+10,,,,,,,3-0-1-1,11,10
149,"2503 Oklahoma State D vs Tulsa, Play 020",BIN DICE,,0,,EVEN,42 HEADS,,,,,,4,4 BKT,O,ZONE,,,2,14,FIELD GOAL,1,3,9,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,03:21,,'+10,,,,,,,2-0-1-2,12,10
150,"2503 Oklahoma State D vs Tulsa, Play 021",TOP,,0,,EVEN,41 UG,M-APEX,,,,,4,4 SPEC,O,ZONE,,,3,1,FIELD GOAL,2,1,10,6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,14:11,,'-13,,,,,,,4-0-1-0,10,87
151,"2503 Oklahoma State D vs Tulsa, Play 022",MT FIB,,1,,EVEN,42 UG,LB BOW,N/T,,,,4,4 BKT,O,ZONE,,,3,2,FIELD GOAL,2,2,4,15,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:56,,'-19,,,,,,,4-0-1-0,10,81
152,"2503 Oklahoma State D vs Tulsa, Play 023",TOP FIB,,1,,EVEN,42 UG,N-BND,,,,,4,4 SPEC,O,ZONE,,N-BND,3,3,FIELD GOAL,2,1,10,6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:40,,'-34,,,,,,,4-0-1-0,10,66
153,"2503 Oklahoma State D vs Tulsa, Play 024",TOP FIB,,1,,EVEN,42 UG,N-BND,,,FIRE,M+B,1,BL 1,C,MAN,,N-BND,3,4,FIELD GOAL,2,2,4,9,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,13:12,,'-40,,,,,,,3-0-1-1,11,60
154,"2503 Oklahoma State D vs Tulsa, Play 025",TRIO,,0,,EVEN,42 UG,J-DROP,,,CHG,N-FIRE,3,3 FLD CHG,C,ZONE,,,3,5,FIELD GOAL,2,1,10,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,12:36,,'-49,,,,,,,3-0-1-1,11,51
155,"2503 Oklahoma State D vs Tulsa, Play 026",OFF FIST,,0,,EVEN,41 UG,M-APEX,,,,,4,4 SPEC,O,ZONE,,,3,6,FIELD GOAL,2,2,10,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:28,,'-49,,,,,,,3-0-1-1,11,51
156,"2503 Oklahoma State D vs Tulsa, Play 027",TOP FIB,,1,,EVEN,42 OG,N-BND,,,FIRE,W-B,1,BL 1,C,MAN,,,3,7,FIELD GOAL,2,3,5,4,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:03,,'+46,,,,,,,3-0-1-1,11,46
157,"2503 Oklahoma State D vs Tulsa, Play 028",HEAVY,,0,,EVEN,61 GAPS,,,,HOT,HOUSE,0,BL 0,O,MAN,,,3,8,FIELD GOAL,2,4,1,4,R,,,,,,,,,,,,,,,,,,,LEPRECHAUN,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,11:28,,'+42,,,,,,,X-X-X-X,32H,42
158,"2503 Oklahoma State D vs Tulsa, Play 029",FISTY,,0,,EVEN,42 OG,,,,,,1,1 FUN,C,MAN,,,3,9,FIELD GOAL,2,1,10,0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,10:52,,'+38,,,,,,,3-0-1-1,11,38
159,"2503 Oklahoma State D vs Tulsa, Play 030",TWINS FIB,,1,,EVEN NC,NC 42 UG,,,,,,3,3 FLD,C,ZONE,,N-BND,3,10,FIELD GOAL,2,2,10,'-1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,10:44,,'+38,,,,,,,3-0-1-1,11,38
160,"2503 Oklahoma State D vs Tulsa, Play 031",DICE,,0,,EVEN,42 WDE,"LB BOW, E-DROP",,,CHG,W-B,3,3 BND CHG,C,ZONE,,,3,11,FIELD GOAL,2,3,11,9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,10:23,,'+39,,,,,,,4-0-1-0,10,39
161,"2503 Oklahoma State D vs Tulsa, Play 032",FLANK,,0,,EVEN,42 UG,,,,FIRE,N-FIRE,1,BL 1,C,MAN,,,3,12,FIELD GOAL,2,4,2,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,09:46,,'+30,,,,,,,2-0-1-2,12,30
162,"2503 Oklahoma State D vs Tulsa, Play 033",TOP,,0,,EVEN,41 OG,M-APEX,T/E,,,,4,4 SPEC,O,ZONE,,,3,13,FIELD GOAL,2,1,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,THROWN AWAY,,,,09:15,,'+26,,,,,,,4-0-1-0,10,26
163,"2503 Oklahoma State D vs Tulsa, Play 034",OFF FIST,,0,,EVEN,42 HEADS,,,,,,1,1 FUN,C,MAN,,,3,14,FIELD GOAL,2,2,10,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,09:09,,'+26,,,,,,,3-0-1-1,11,26
164,"2503 Oklahoma State D vs Tulsa, Play 035",SPLIT,,0,,EVEN,42 OG,N-BND,,,,,1,1 FUN,C,MAN,,,3,15,FIELD GOAL,2,3,6,2,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:32,,'+22,,,,,,,3-0-2-0,20,22
165,"2503 Oklahoma State D vs Tulsa, Play 036",DIAMOND,,0,,EVEN,42 UG,N-BND,,,,,4,4,O,ZONE,,,4,1,FIELD GOAL,2,1,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,06:16,,'-30,,,,,,,2-0-1-2,12,70
166,"2503 Oklahoma State D vs Tulsa, Play 037",TRIPS FIB,,1,,EVEN,42 UG,N-BND,,,,,3,3 FLD,C,ZONE,,N-BND,4,2,FIELD GOAL,2,2,10,8,R,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,OKTU 65 OH,,0,,,,,,05:46,,'-30,,,,,,,2-0-1-2,12,70
167,"2503 Oklahoma State D vs Tulsa, Play 038",DICE,,0,,EVEN,42 OG,,,,,,3,3 BND,C,ZONE,,,4,3,FIELD GOAL,2,2,20,17,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,05:31,,'-20,,,,,,,4-0-1-0,10,80
168,"2503 Oklahoma State D vs Tulsa, Play 039",DICE,,0,,EVEN,41 UG,W-APEX,,,FIRE,N-FIRE,3,BZ 3 FLD,C,ZONE,,,4,4,FIELD GOAL,2,3,3,20,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,05:14,,'-37,,,,,,,4-0-1-0,10,63
169,"2503 Oklahoma State D vs Tulsa, Play 040",FLUTE FIB,,1,,ODD,32 STR,N-BND,,,,,1,1 FUN,C,MAN,,N-BND,4,5,FIELD GOAL,2,1,10,3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,04:38,,'+43,,,,,,,2-0-1-2,12,43
170,"2503 Oklahoma State D vs Tulsa, Play 041",TOP,,0,,EVEN,42 OG,,,,FIRE,W-A,1,BL 1,C,MAN,,,4,6,FIELD GOAL,2,2,7,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,03:58,,'+40,,,,,,,3-0-1-1,11,40
171,"2503 Oklahoma State D vs Tulsa, Play 042",TOP FIB,,0,,EVEN,41 OG,"W-APEX, N-BND",T/N,,FIRE,W-FIRE,1,BL 1,C,MAN,,,4,7,FIELD GOAL,2,3,7,11,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,03:53,,'+40,,,,,,,3-0-1-1,11,40
172,"2503 Oklahoma State D vs Tulsa, Play 043",TRIO,,0,,ODD,32 WK,,,,,,1,1 FUN,C,MAN,,,4,8,FIELD GOAL,2,1,10,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,03:24,,'+29,,,,,,,3-0-1-1,11,29
173,"2503 Oklahoma State D vs Tulsa, Play 044",TOP FIB,,0,,EVEN,42 HEADS,N-BND,,,,,1,1 FUN,C,MAN,,N-BND,4,9,FIELD GOAL,2,2,10,0,C,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,03:17,,'+29,,,,,,,3-0-1-1,11,29
174,"2503 Oklahoma State D vs Tulsa, Play 045",FISTY,,0,,EVEN,41 WDE,W-APEX,T/J,,,,1,1 FUN,C,MAN,,ROBBER,4,10,FIELD GOAL,2,3,10,0,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,02:45,,'+29,,,,,,,3-0-1-1,11,29
175,"2503 Oklahoma State D vs Tulsa, Play 046",FIST,,0,,EVEN NC,NC 42 UG,,,,,,1,1 FUN,C,MAN,,,5,1,END OF HALF,2,1,10,7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,COMPLETE,,,,01:13,,'-5,,,,,,,3-0-1-1,11,95
176,"2503 Oklahoma State D vs Tulsa, Play 047",FIST FIB,,1,,EVEN,42 OG,,,,,,4,4 SPEC,O,ZONE,,,5,2,END OF HALF,2,2,3,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,00:32,,'-12,,,,,,,3-0-1-1,11,88
177,"2503 Oklahoma State D vs Tulsa, Play 048",FIST,,0,,EVEN,42 UG,,N/T,,FIRE,M+B,1,BL 1,C,MAN,,,5,3,END OF HALF,2,3,1,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,00:26,,'-14,,,,,,,3-0-1-1,11,86
178,"2503 Oklahoma State D vs Tulsa, Play 049",DICE,,0,,EVEN,41 UG,WUW,,,FIRE,W-FIRE,1,BL 1,C,MAN,,,6,1,FIELD GOAL,3,1,10,19,L,,,,,,,,,FLARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,15:00,,'-25,,,,,,,3-0-1-1,11,75
179,"2503 Oklahoma State D vs Tulsa, Play 050",TOP,,0,,EVEN,41 OG,,T/E,,,,4,4 SPEC,O,ZONE,,,6,2,FIELD GOAL,3,1,10,6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,14:40,,'-44,,,,,,,3-0-1-1,11,56
180,"2503 Oklahoma State D vs Tulsa, Play 051",BIN DUO,,0,,EVEN,42 UG,,,,FIRE,M+A,1,BL 1,C,MAN,,,6,3,FIELD GOAL,3,2,4,0,L,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,OKTU 10,,,,0,,,,,,14:11,,'+50,,,,,,,3-0-1-1,11,50
181,"2503 Oklahoma State D vs Tulsa, Play 052",FIST,,0,,EVEN,42 WDE,,,,,,1,1 FUN,C,MAN,,,6,4,FIELD GOAL,3,3,10,16,L,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,13:37,,'-44,,,,,,,3-0-1-1,11,56
182,"2503 Oklahoma State D vs Tulsa, Play 053",FIST,,0,,EVEN NC,NC 42 UG,,,,,,3,3 BUZZ FLD,C,ZONE,,,6,5,FIELD GOAL,3,1,10,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,1,,,,,,13:07,,'+40,,,,,,,3-0-1-1,11,40
183,"2503 Oklahoma State D vs Tulsa, Play 054",MT FIB,,1,,ODD,31,"J-APEX, W-APEX",,,,,4,P 4,O,ZONE,P,,6,6,FIELD GOAL,3,2,4,5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,COMPLETE,,,,12:37,,'+34,,,,,,,3-0-1-1,11,34
184,"2503 Oklahoma State D vs Tulsa, Play 055",TOP FIB,,1,,EVEN,42 OG,E-DROP,,,CHG,W-B,3,3 BUZZ BND CHG,C,ZONE,,N-BND,6,7,FIELD GOAL,3,1,10,0,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,12:02,,'+29,,,,,,,3-0-1-1,11,29
185,"2503 Oklahoma State D vs Tulsa, Play 056",BIN DICE,,0,,EVEN,42 UG,,,,,,4,4,O,ZONE,,,6,8,FIELD GOAL,3,2,10,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,INCOMPLETE,,,,11:29,,'+29,,,,,,,3-0-1-1,11,29
186,"2503 Oklahoma State D vs Tulsa, Play 057",MT,,0,,EVEN,42 UG,J-DROP,,,CHG,M+B,0,O CHG?,O,MAN,,,6,9,FIELD GOAL,3,3,10,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,2-4-5,,,,,0,,INCOMPLETE,,,,11:24,,'+29,,,,,,,3-0-1-1,11,29
187,"2503 Oklahoma State D vs Tulsa, Play 058",BIN DUO,,0,,EVEN,42 UG,,,,,,4,4,O,ZONE,,,7,1,FUMBLE,3,1,10,3,R,,,,,,,,,MOTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKEL,3-3-5,,,,,0,,,,,,08:04,,'-32,,,,,,,3-0-1-1,11,68
